measure,quantile,time,sex,age,ethnic,value
px,2.50%,2017-19,Female,54 years,European or Other,0.99756
px,2.50%,2017-19,Female,55 years,European or Other,0.99741
px,2.50%,2017-19,Female,56 years,European or Other,0.99723
px,2.50%,2017-19,Female,57 years,European or Other,0.99694
px,2.50%,2017-19,Female,58 years,European or Other,0.9966
px,2.50%,2017-19,Female,59 years,European or Other,0.9963
px,2.50%,2017-19,Female,60 years,European or Other,0.99604
px,2.50%,2017-19,Female,61 years,European or Other,0.99576
px,2.50%,2017-19,Female,62 years,European or Other,0.99522
px,2.50%,2017-19,Female,63 years,European or Other,0.99468
px,2.50%,2017-19,Female,64 years,European or Other,0.99417
px,2.50%,2017-19,Female,65 years,European or Other,0.99377
px,2.50%,2017-19,Female,66 years,European or Other,0.99295
px,2.50%,2017-19,Female,67 years,European or Other,0.99242
px,2.50%,2017-19,Female,68 years,European or Other,0.99167
px,2.50%,2017-19,Female,69 years,European or Other,0.99069
px,2.50%,2017-19,Female,70 years,European or Other,0.9901
px,2.50%,2017-19,Female,71 years,European or Other,0.98893
px,2.50%,2017-19,Female,72 years,European or Other,0.98629
px,2.50%,2017-19,Female,73 years,European or Other,0.98465
px,2.50%,2017-19,Female,74 years,European or Other,0.98304
px,2.50%,2017-19,Female,75 years,European or Other,0.98029
px,2.50%,2017-19,Female,76 years,European or Other,0.97944
px,2.50%,2017-19,Female,77 years,European or Other,0.97721
px,2.50%,2017-19,Female,78 years,European or Other,0.97333
px,2.50%,2017-19,Female,79 years,European or Other,0.96875
px,2.50%,2017-19,Female,80 years,European or Other,0.96365
px,2.50%,2017-19,Female,81 years,European or Other,0.95863
px,2.50%,2017-19,Female,82 years,European or Other,0.95285
px,2.50%,2017-19,Female,83 years,European or Other,0.94714
px,2.50%,2017-19,Female,84 years,European or Other,0.93873
px,2.50%,2017-19,Female,85 years,European or Other,0.92936
px,2.50%,2017-19,Female,86 years,European or Other,0.91803
px,2.50%,2017-19,Female,87 years,European or Other,0.90602
px,2.50%,2017-19,Female,88 years,European or Other,0.8928
px,2.50%,2017-19,Female,89 years,European or Other,0.87847
px,2.50%,2017-19,Female,90 years,European or Other,0.86278
px,2.50%,2017-19,Female,91 years,European or Other,0.84584
px,2.50%,2017-19,Female,92 years,European or Other,0.8282
px,2.50%,2017-19,Female,93 years,European or Other,0.80907
px,2.50%,2017-19,Female,94 years,European or Other,0.78887
px,2.50%,2017-19,Female,95 years,European or Other,0.76727
px,2.50%,2017-19,Female,96 years,European or Other,0.74371
px,2.50%,2017-19,Female,97 years,European or Other,0.71838
px,2.50%,2017-19,Female,98 years,European or Other,0.6914
px,2.50%,2017-19,Female,99 years,European or Other,0.66255
px,2.50%,2017-19,Female,100 years and over,European or Other,0
px,2.50%,2017-19,Male,0 years,European or Other,0.99614
px,2.50%,2017-19,Male,1 years,European or Other,0.99966
px,2.50%,2017-19,Male,2 years,European or Other,0.99976
px,2.50%,2017-19,Male,3 years,European or Other,0.99982
px,2.50%,2017-19,Male,4 years,European or Other,0.99985
px,2.50%,2017-19,Male,5 years,European or Other,0.99988
px,2.50%,2017-19,Male,6 years,European or Other,0.99989
px,2.50%,2017-19,Male,7 years,European or Other,0.9999
px,2.50%,2017-19,Male,8 years,European or Other,0.9999
px,2.50%,2017-19,Male,9 years,European or Other,0.9999
px,2.50%,2017-19,Male,10 years,European or Other,0.99989
px,2.50%,2017-19,Male,11 years,European or Other,0.99988
px,2.50%,2017-19,Male,12 years,European or Other,0.99986
px,2.50%,2017-19,Male,13 years,European or Other,0.99982
px,2.50%,2017-19,Male,14 years,European or Other,0.99978
px,2.50%,2017-19,Male,15 years,European or Other,0.99971
px,2.50%,2017-19,Male,16 years,European or Other,0.99963
px,2.50%,2017-19,Male,17 years,European or Other,0.99954
px,2.50%,2017-19,Male,18 years,European or Other,0.99945
px,2.50%,2017-19,Male,19 years,European or Other,0.99937
px,2.50%,2017-19,Male,20 years,European or Other,0.99931
px,2.50%,2017-19,Male,21 years,European or Other,0.99926
px,2.50%,2017-19,Male,22 years,European or Other,0.99924
px,2.50%,2017-19,Male,23 years,European or Other,0.99924
px,2.50%,2017-19,Male,24 years,European or Other,0.99922
px,2.50%,2017-19,Male,25 years,European or Other,0.99922
px,2.50%,2017-19,Male,26 years,European or Other,0.99922
px,2.50%,2017-19,Male,27 years,European or Other,0.99922
px,2.50%,2017-19,Male,28 years,European or Other,0.99921
px,2.50%,2017-19,Male,29 years,European or Other,0.99919
px,2.50%,2017-19,Male,30 years,European or Other,0.99917
px,2.50%,2017-19,Male,31 years,European or Other,0.99914
px,2.50%,2017-19,Male,32 years,European or Other,0.9991
px,2.50%,2017-19,Male,33 years,European or Other,0.99905
px,2.50%,2017-19,Male,34 years,European or Other,0.99898
px,2.50%,2017-19,Male,35 years,European or Other,0.99894
px,2.50%,2017-19,Male,36 years,European or Other,0.99893
px,2.50%,2017-19,Male,37 years,European or Other,0.99891
px,2.50%,2017-19,Male,38 years,European or Other,0.99886
px,2.50%,2017-19,Male,39 years,European or Other,0.99882
px,2.50%,2017-19,Male,40 years,European or Other,0.99876
px,2.50%,2017-19,Male,41 years,European or Other,0.99874
px,2.50%,2017-19,Male,42 years,European or Other,0.99866
px,2.50%,2017-19,Male,43 years,European or Other,0.99854
px,2.50%,2017-19,Male,44 years,European or Other,0.99844
px,2.50%,2017-19,Male,45 years,European or Other,0.99833
px,2.50%,2017-19,Male,46 years,European or Other,0.99823
px,2.50%,2017-19,Male,47 years,European or Other,0.99811
px,2.50%,2017-19,Male,48 years,European or Other,0.9979
px,2.50%,2017-19,Male,49 years,European or Other,0.99773
px,2.50%,2017-19,Male,50 years,European or Other,0.9975
px,2.50%,2017-19,Male,51 years,European or Other,0.99719
px,2.50%,2017-19,Male,52 years,European or Other,0.99677
px,2.50%,2017-19,Male,53 years,European or Other,0.99659
px,2.50%,2017-19,Male,54 years,European or Other,0.99627
px,2.50%,2017-19,Male,55 years,European or Other,0.99606
px,2.50%,2017-19,Male,56 years,European or Other,0.9958
px,2.50%,2017-19,Male,57 years,European or Other,0.99534
px,2.50%,2017-19,Male,58 years,European or Other,0.99479
px,2.50%,2017-19,Male,59 years,European or Other,0.99423
px,2.50%,2017-19,Male,60 years,European or Other,0.99384
px,2.50%,2017-19,Male,61 years,European or Other,0.99339
px,2.50%,2017-19,Male,62 years,European or Other,0.99258
px,2.50%,2017-19,Male,63 years,European or Other,0.99195
px,2.50%,2017-19,Male,64 years,European or Other,0.99124
px,2.50%,2017-19,Male,65 years,European or Other,0.99065
px,2.50%,2017-19,Male,66 years,European or Other,0.98961
px,2.50%,2017-19,Male,67 years,European or Other,0.98865
px,2.50%,2017-19,Male,68 years,European or Other,0.98766
px,2.50%,2017-19,Male,69 years,European or Other,0.98606
px,2.50%,2017-19,Male,70 years,European or Other,0.98501
px,2.50%,2017-19,Male,71 years,European or Other,0.98378
px,2.50%,2017-19,Male,72 years,European or Other,0.97976
px,2.50%,2017-19,Male,73 years,European or Other,0.97771
px,2.50%,2017-19,Male,74 years,European or Other,0.97557
px,2.50%,2017-19,Male,75 years,European or Other,0.97112
px,2.50%,2017-19,Male,76 years,European or Other,0.96988
px,2.50%,2017-19,Male,77 years,European or Other,0.96597
px,2.50%,2017-19,Male,78 years,European or Other,0.96053
px,2.50%,2017-19,Male,79 years,European or Other,0.95436
px,2.50%,2017-19,Male,80 years,European or Other,0.94878
px,2.50%,2017-19,Male,81 years,European or Other,0.94155
px,2.50%,2017-19,Male,82 years,European or Other,0.93326
px,2.50%,2017-19,Male,83 years,European or Other,0.92534
px,2.50%,2017-19,Male,84 years,European or Other,0.91499
px,2.50%,2017-19,Male,85 years,European or Other,0.90248
px,2.50%,2017-19,Male,86 years,European or Other,0.89068
px,2.50%,2017-19,Male,87 years,European or Other,0.87711
px,2.50%,2017-19,Male,88 years,European or Other,0.86227
px,2.50%,2017-19,Male,89 years,European or Other,0.84628
px,2.50%,2017-19,Male,90 years,European or Other,0.82937
px,2.50%,2017-19,Male,91 years,European or Other,0.81119
px,2.50%,2017-19,Male,92 years,European or Other,0.79185
px,2.50%,2017-19,Male,93 years,European or Other,0.77173
px,2.50%,2017-19,Male,94 years,European or Other,0.75083
px,2.50%,2017-19,Male,95 years,European or Other,0.72856
px,2.50%,2017-19,Male,96 years,European or Other,0.70519
px,2.50%,2017-19,Male,97 years,European or Other,0.67996
px,2.50%,2017-19,Male,98 years,European or Other,0.65167
px,2.50%,2017-19,Male,99 years,European or Other,0.62242
px,2.50%,2017-19,Male,100 years and over,European or Other,0
px,50%,2017-19,Female,0 years,European or Other,0.9972
px,50%,2017-19,Female,1 years,European or Other,0.9998
px,50%,2017-19,Female,2 years,European or Other,0.99985
px,50%,2017-19,Female,3 years,European or Other,0.99989
px,50%,2017-19,Female,4 years,European or Other,0.99991
px,50%,2017-19,Female,5 years,European or Other,0.99993
px,50%,2017-19,Female,6 years,European or Other,0.99994
px,50%,2017-19,Female,7 years,European or Other,0.99994
px,50%,2017-19,Female,8 years,European or Other,0.99995
px,50%,2017-19,Female,9 years,European or Other,0.99995
px,50%,2017-19,Female,10 years,European or Other,0.99994
px,50%,2017-19,Female,11 years,European or Other,0.99994
px,50%,2017-19,Female,12 years,European or Other,0.99993
px,50%,2017-19,Female,13 years,European or Other,0.99991
px,50%,2017-19,Female,14 years,European or Other,0.99989
px,50%,2017-19,Female,15 years,European or Other,0.99986
px,50%,2017-19,Female,16 years,European or Other,0.99983
px,50%,2017-19,Female,17 years,European or Other,0.99979
px,50%,2017-19,Female,18 years,European or Other,0.99975
px,50%,2017-19,Female,19 years,European or Other,0.99972
px,50%,2017-19,Female,20 years,European or Other,0.9997
px,50%,2017-19,Female,21 years,European or Other,0.99968
px,50%,2017-19,Female,22 years,European or Other,0.99967
px,50%,2017-19,Female,23 years,European or Other,0.99968
px,50%,2017-19,Female,24 years,European or Other,0.99968
px,50%,2017-19,Female,25 years,European or Other,0.99967
px,50%,2017-19,Female,26 years,European or Other,0.99967
px,50%,2017-19,Female,27 years,European or Other,0.99967
px,50%,2017-19,Female,28 years,European or Other,0.99967
px,50%,2017-19,Female,29 years,European or Other,0.99966
px,50%,2017-19,Female,30 years,European or Other,0.99964
px,50%,2017-19,Female,31 years,European or Other,0.99962
px,50%,2017-19,Female,32 years,European or Other,0.99959
px,50%,2017-19,Female,33 years,European or Other,0.99956
px,50%,2017-19,Female,34 years,European or Other,0.99952
px,50%,2017-19,Female,35 years,European or Other,0.99949
px,50%,2017-19,Female,36 years,European or Other,0.99948
px,50%,2017-19,Female,37 years,European or Other,0.99946
px,50%,2017-19,Female,38 years,European or Other,0.99943
px,50%,2017-19,Female,39 years,European or Other,0.9994
px,50%,2017-19,Female,40 years,European or Other,0.99937
px,50%,2017-19,Female,41 years,European or Other,0.99934
px,50%,2017-19,Female,42 years,European or Other,0.99929
px,50%,2017-19,Female,43 years,European or Other,0.99922
px,50%,2017-19,Female,44 years,European or Other,0.99914
px,50%,2017-19,Female,45 years,European or Other,0.99905
px,50%,2017-19,Female,46 years,European or Other,0.99897
px,50%,2017-19,Female,47 years,European or Other,0.99888
px,50%,2017-19,Female,48 years,European or Other,0.99875
px,50%,2017-19,Female,49 years,European or Other,0.99864
px,50%,2017-19,Female,50 years,European or Other,0.99848
px,50%,2017-19,Female,51 years,European or Other,0.9983
px,50%,2017-19,Female,52 years,European or Other,0.99807
px,50%,2017-19,Female,53 years,European or Other,0.99795
px,50%,2017-19,Female,54 years,European or Other,0.99775
px,50%,2017-19,Female,55 years,European or Other,0.9976
px,50%,2017-19,Female,56 years,European or Other,0.99744
px,50%,2017-19,Female,57 years,European or Other,0.99716
px,50%,2017-19,Female,58 years,European or Other,0.99684
px,50%,2017-19,Female,59 years,European or Other,0.99656
px,50%,2017-19,Female,60 years,European or Other,0.99631
px,50%,2017-19,Female,61 years,European or Other,0.99604
px,50%,2017-19,Female,62 years,European or Other,0.99553
px,50%,2017-19,Female,63 years,European or Other,0.99503
px,50%,2017-19,Female,64 years,European or Other,0.99456
px,50%,2017-19,Female,65 years,European or Other,0.99417
px,50%,2017-19,Female,66 years,European or Other,0.99339
px,50%,2017-19,Female,67 years,European or Other,0.99286
px,50%,2017-19,Female,68 years,European or Other,0.99215
px,50%,2017-19,Female,69 years,European or Other,0.99122
px,50%,2017-19,Female,70 years,European or Other,0.99063
px,50%,2017-19,Female,71 years,European or Other,0.98952
px,50%,2017-19,Female,72 years,European or Other,0.98706
px,50%,2017-19,Female,73 years,European or Other,0.98544
px,50%,2017-19,Female,74 years,European or Other,0.98388
px,50%,2017-19,Female,75 years,European or Other,0.98131
px,50%,2017-19,Female,76 years,European or Other,0.98043
px,50%,2017-19,Female,77 years,European or Other,0.97828
px,50%,2017-19,Female,78 years,European or Other,0.97453
px,50%,2017-19,Female,79 years,European or Other,0.9701
px,50%,2017-19,Female,80 years,European or Other,0.9653
px,50%,2017-19,Female,81 years,European or Other,0.96035
px,50%,2017-19,Female,82 years,European or Other,0.95483
px,50%,2017-19,Female,83 years,European or Other,0.94935
px,50%,2017-19,Female,84 years,European or Other,0.94112
px,50%,2017-19,Female,85 years,European or Other,0.93208
px,50%,2017-19,Female,86 years,European or Other,0.92104
px,50%,2017-19,Female,87 years,European or Other,0.90942
px,50%,2017-19,Female,88 years,European or Other,0.8965
px,50%,2017-19,Female,89 years,European or Other,0.88257
px,50%,2017-19,Female,90 years,European or Other,0.86763
px,50%,2017-19,Female,91 years,European or Other,0.85157
px,50%,2017-19,Female,92 years,European or Other,0.83439
px,50%,2017-19,Female,93 years,European or Other,0.81622
px,50%,2017-19,Female,94 years,European or Other,0.79698
px,50%,2017-19,Female,95 years,European or Other,0.77644
px,50%,2017-19,Female,96 years,European or Other,0.75453
px,50%,2017-19,Female,97 years,European or Other,0.73127
px,50%,2017-19,Female,98 years,European or Other,0.70664
px,50%,2017-19,Female,99 years,European or Other,0.68088
px,50%,2017-19,Female,100 years and over,European or Other,0
px,50%,2017-19,Male,0 years,European or Other,0.99661
px,50%,2017-19,Male,1 years,European or Other,0.99975
px,50%,2017-19,Male,2 years,European or Other,0.99981
px,50%,2017-19,Male,3 years,European or Other,0.99985
px,50%,2017-19,Male,4 years,European or Other,0.99988
px,50%,2017-19,Male,5 years,European or Other,0.9999
px,50%,2017-19,Male,6 years,European or Other,0.99991
px,50%,2017-19,Male,7 years,European or Other,0.99992
px,50%,2017-19,Male,8 years,European or Other,0.99992
px,50%,2017-19,Male,9 years,European or Other,0.99992
px,50%,2017-19,Male,10 years,European or Other,0.99991
px,50%,2017-19,Male,11 years,European or Other,0.9999
px,50%,2017-19,Male,12 years,European or Other,0.99988
px,50%,2017-19,Male,13 years,European or Other,0.99985
px,50%,2017-19,Male,14 years,European or Other,0.99981
px,50%,2017-19,Male,15 years,European or Other,0.99975
px,50%,2017-19,Male,16 years,European or Other,0.99968
px,50%,2017-19,Male,17 years,European or Other,0.9996
px,50%,2017-19,Male,18 years,European or Other,0.99952
px,50%,2017-19,Male,19 years,European or Other,0.99945
px,50%,2017-19,Male,20 years,European or Other,0.9994
px,50%,2017-19,Male,21 years,European or Other,0.99935
px,50%,2017-19,Male,22 years,European or Other,0.99933
px,50%,2017-19,Male,23 years,European or Other,0.99933
px,50%,2017-19,Male,24 years,European or Other,0.99932
px,50%,2017-19,Male,25 years,European or Other,0.99931
px,50%,2017-19,Male,26 years,European or Other,0.99931
px,50%,2017-19,Male,27 years,European or Other,0.99931
px,50%,2017-19,Male,28 years,European or Other,0.99931
px,50%,2017-19,Male,29 years,European or Other,0.99929
px,50%,2017-19,Male,30 years,European or Other,0.99927
px,50%,2017-19,Male,31 years,European or Other,0.99924
px,50%,2017-19,Male,32 years,European or Other,0.99921
px,50%,2017-19,Male,33 years,European or Other,0.99916
px,50%,2017-19,Male,34 years,European or Other,0.9991
px,50%,2017-19,Male,35 years,European or Other,0.99906
px,50%,2017-19,Male,36 years,European or Other,0.99904
px,50%,2017-19,Male,37 years,European or Other,0.99903
px,50%,2017-19,Male,38 years,European or Other,0.99899
px,50%,2017-19,Male,39 years,European or Other,0.99894
px,50%,2017-19,Male,40 years,European or Other,0.99889
px,50%,2017-19,Male,41 years,European or Other,0.99887
px,50%,2017-19,Male,42 years,European or Other,0.9988
px,50%,2017-19,Male,43 years,European or Other,0.99869
px,50%,2017-19,Male,44 years,European or Other,0.9986
px,50%,2017-19,Male,45 years,European or Other,0.99849
px,50%,2017-19,Male,46 years,European or Other,0.99839
px,50%,2017-19,Male,47 years,European or Other,0.99826
px,50%,2017-19,Male,48 years,European or Other,0.99808
px,50%,2017-19,Male,49 years,European or Other,0.99791
px,50%,2017-19,Male,50 years,European or Other,0.9977
px,50%,2017-19,Male,51 years,European or Other,0.9974
px,50%,2017-19,Male,52 years,European or Other,0.99702
px,50%,2017-19,Male,53 years,European or Other,0.99684
px,50%,2017-19,Male,54 years,European or Other,0.99655
px,50%,2017-19,Male,55 years,European or Other,0.99634
px,50%,2017-19,Male,56 years,European or Other,0.99608
px,50%,2017-19,Male,57 years,European or Other,0.99564
px,50%,2017-19,Male,58 years,European or Other,0.99512
px,50%,2017-19,Male,59 years,European or Other,0.99459
px,50%,2017-19,Male,60 years,European or Other,0.9942
px,50%,2017-19,Male,61 years,European or Other,0.99379
px,50%,2017-19,Male,62 years,European or Other,0.99304
px,50%,2017-19,Male,63 years,European or Other,0.99242
px,50%,2017-19,Male,64 years,European or Other,0.99175
px,50%,2017-19,Male,65 years,European or Other,0.9912
px,50%,2017-19,Male,66 years,European or Other,0.99019
px,50%,2017-19,Male,67 years,European or Other,0.98926
px,50%,2017-19,Male,68 years,European or Other,0.98833
px,50%,2017-19,Male,69 years,European or Other,0.9868
px,50%,2017-19,Male,70 years,European or Other,0.98574
px,50%,2017-19,Male,71 years,European or Other,0.98459
px,50%,2017-19,Male,72 years,European or Other,0.98078
px,50%,2017-19,Male,73 years,European or Other,0.97875
px,50%,2017-19,Male,74 years,European or Other,0.9767
px,50%,2017-19,Male,75 years,European or Other,0.97253
px,50%,2017-19,Male,76 years,European or Other,0.97119
px,50%,2017-19,Male,77 years,European or Other,0.96747
px,50%,2017-19,Male,78 years,European or Other,0.96219
px,50%,2017-19,Male,79 years,European or Other,0.95628
px,50%,2017-19,Male,80 years,European or Other,0.95088
px,50%,2017-19,Male,81 years,European or Other,0.94382
px,50%,2017-19,Male,82 years,European or Other,0.93595
px,50%,2017-19,Male,83 years,European or Other,0.92829
px,50%,2017-19,Male,84 years,European or Other,0.91824
px,50%,2017-19,Male,85 years,European or Other,0.90622
px,50%,2017-19,Male,86 years,European or Other,0.89461
px,50%,2017-19,Male,87 years,European or Other,0.88154
px,50%,2017-19,Male,88 years,European or Other,0.8674
px,50%,2017-19,Male,89 years,European or Other,0.85203
px,50%,2017-19,Male,90 years,European or Other,0.83577
px,50%,2017-19,Male,91 years,European or Other,0.81863
px,50%,2017-19,Male,92 years,European or Other,0.80047
px,50%,2017-19,Male,93 years,European or Other,0.78162
px,50%,2017-19,Male,94 years,European or Other,0.76197
px,50%,2017-19,Male,95 years,European or Other,0.74184
px,50%,2017-19,Male,96 years,European or Other,0.72043
px,50%,2017-19,Male,97 years,European or Other,0.69767
px,50%,2017-19,Male,98 years,European or Other,0.67383
px,50%,2017-19,Male,99 years,European or Other,0.64818
px,50%,2017-19,Male,100 years and over,European or Other,0
px,97.50%,2017-19,Female,0 years,European or Other,0.99759
px,97.50%,2017-19,Female,1 years,European or Other,0.99986
px,97.50%,2017-19,Female,2 years,European or Other,0.99989
px,97.50%,2017-19,Female,3 years,European or Other,0.99991
px,97.50%,2017-19,Female,4 years,European or Other,0.99993
px,97.50%,2017-19,Female,5 years,European or Other,0.99994
px,97.50%,2017-19,Female,6 years,European or Other,0.99995
px,97.50%,2017-19,Female,7 years,European or Other,0.99996
px,97.50%,2017-19,Female,8 years,European or Other,0.99996
px,97.50%,2017-19,Female,9 years,European or Other,0.99996
px,97.50%,2017-19,Female,10 years,European or Other,0.99996
px,97.50%,2017-19,Female,11 years,European or Other,0.99995
px,97.50%,2017-19,Female,12 years,European or Other,0.99994
px,97.50%,2017-19,Female,13 years,European or Other,0.99993
px,97.50%,2017-19,Female,14 years,European or Other,0.99991
px,97.50%,2017-19,Female,15 years,European or Other,0.99988
px,97.50%,2017-19,Female,16 years,European or Other,0.99986
px,97.50%,2017-19,Female,17 years,European or Other,0.99982
px,97.50%,2017-19,Female,18 years,European or Other,0.99979
px,97.50%,2017-19,Female,19 years,European or Other,0.99977
px,97.50%,2017-19,Female,20 years,European or Other,0.99975
px,97.50%,2017-19,Female,21 years,European or Other,0.99973
px,97.50%,2017-19,Female,22 years,European or Other,0.99973
px,97.50%,2017-19,Female,23 years,European or Other,0.99973
px,97.50%,2017-19,Female,24 years,European or Other,0.99973
px,97.50%,2017-19,Female,25 years,European or Other,0.99973
px,97.50%,2017-19,Female,26 years,European or Other,0.99972
px,97.50%,2017-19,Female,27 years,European or Other,0.99972
px,97.50%,2017-19,Female,28 years,European or Other,0.99971
px,97.50%,2017-19,Female,29 years,European or Other,0.99971
px,97.50%,2017-19,Female,30 years,European or Other,0.99969
px,97.50%,2017-19,Female,31 years,European or Other,0.99967
px,97.50%,2017-19,Female,32 years,European or Other,0.99965
px,97.50%,2017-19,Female,33 years,European or Other,0.99962
px,97.50%,2017-19,Female,34 years,European or Other,0.99959
px,97.50%,2017-19,Female,35 years,European or Other,0.99956
px,97.50%,2017-19,Female,36 years,European or Other,0.99955
px,97.50%,2017-19,Female,37 years,European or Other,0.99953
px,97.50%,2017-19,Female,38 years,European or Other,0.9995
px,97.50%,2017-19,Female,39 years,European or Other,0.99947
px,97.50%,2017-19,Female,40 years,European or Other,0.99944
px,97.50%,2017-19,Female,41 years,European or Other,0.99941
px,97.50%,2017-19,Female,42 years,European or Other,0.99937
px,97.50%,2017-19,Female,43 years,European or Other,0.9993
px,97.50%,2017-19,Female,44 years,European or Other,0.99923
px,97.50%,2017-19,Female,45 years,European or Other,0.99914
px,97.50%,2017-19,Female,46 years,European or Other,0.99907
px,97.50%,2017-19,Female,47 years,European or Other,0.99898
px,97.50%,2017-19,Female,48 years,European or Other,0.99886
px,97.50%,2017-19,Female,49 years,European or Other,0.99876
px,97.50%,2017-19,Female,50 years,European or Other,0.99862
px,97.50%,2017-19,Female,51 years,European or Other,0.99845
px,97.50%,2017-19,Female,52 years,European or Other,0.99823
px,97.50%,2017-19,Female,53 years,European or Other,0.99812
px,97.50%,2017-19,Female,54 years,European or Other,0.99793
px,97.50%,2017-19,Female,55 years,European or Other,0.99779
px,97.50%,2017-19,Female,56 years,European or Other,0.99762
px,97.50%,2017-19,Female,57 years,European or Other,0.99737
px,97.50%,2017-19,Female,58 years,European or Other,0.99706
px,97.50%,2017-19,Female,59 years,European or Other,0.99681
px,97.50%,2017-19,Female,60 years,European or Other,0.99657
px,97.50%,2017-19,Female,61 years,European or Other,0.99633
px,97.50%,2017-19,Female,62 years,European or Other,0.99584
px,97.50%,2017-19,Female,63 years,European or Other,0.99536
px,97.50%,2017-19,Female,64 years,European or Other,0.99492
px,97.50%,2017-19,Female,65 years,European or Other,0.99454
px,97.50%,2017-19,Female,66 years,European or Other,0.9938
px,97.50%,2017-19,Female,67 years,European or Other,0.99327
px,97.50%,2017-19,Female,68 years,European or Other,0.99262
px,97.50%,2017-19,Female,69 years,European or Other,0.99172
px,97.50%,2017-19,Female,70 years,European or Other,0.99119
px,97.50%,2017-19,Female,71 years,European or Other,0.9901
px,97.50%,2017-19,Female,72 years,European or Other,0.98777
px,97.50%,2017-19,Female,73 years,European or Other,0.98619
px,97.50%,2017-19,Female,74 years,European or Other,0.98472
px,97.50%,2017-19,Female,75 years,European or Other,0.98228
px,97.50%,2017-19,Female,76 years,European or Other,0.98135
px,97.50%,2017-19,Female,77 years,European or Other,0.97932
px,97.50%,2017-19,Female,78 years,European or Other,0.97572
px,97.50%,2017-19,Female,79 years,European or Other,0.97148
px,97.50%,2017-19,Female,80 years,European or Other,0.96685
px,97.50%,2017-19,Female,81 years,European or Other,0.96206
px,97.50%,2017-19,Female,82 years,European or Other,0.9568
px,97.50%,2017-19,Female,83 years,European or Other,0.9515
px,97.50%,2017-19,Female,84 years,European or Other,0.94345
px,97.50%,2017-19,Female,85 years,European or Other,0.93469
px,97.50%,2017-19,Female,86 years,European or Other,0.92393
px,97.50%,2017-19,Female,87 years,European or Other,0.91273
px,97.50%,2017-19,Female,88 years,European or Other,0.90033
px,97.50%,2017-19,Female,89 years,European or Other,0.88674
px,97.50%,2017-19,Female,90 years,European or Other,0.87221
px,97.50%,2017-19,Female,91 years,European or Other,0.85684
px,97.50%,2017-19,Female,92 years,European or Other,0.84045
px,97.50%,2017-19,Female,93 years,European or Other,0.82296
px,97.50%,2017-19,Female,94 years,European or Other,0.80458
px,97.50%,2017-19,Female,95 years,European or Other,0.78528
px,97.50%,2017-19,Female,96 years,European or Other,0.76471
px,97.50%,2017-19,Female,97 years,European or Other,0.74366
px,97.50%,2017-19,Female,98 years,European or Other,0.72153
px,97.50%,2017-19,Female,99 years,European or Other,0.69821
px,97.50%,2017-19,Female,100 years and over,European or Other,0
px,97.50%,2017-19,Male,0 years,European or Other,0.99703
px,97.50%,2017-19,Male,1 years,European or Other,0.99982
px,97.50%,2017-19,Male,2 years,European or Other,0.99985
px,97.50%,2017-19,Male,3 years,European or Other,0.99988
px,97.50%,2017-19,Male,4 years,European or Other,0.99991
px,97.50%,2017-19,Male,5 years,European or Other,0.99992
px,97.50%,2017-19,Male,6 years,European or Other,0.99993
px,97.50%,2017-19,Male,7 years,European or Other,0.99994
px,97.50%,2017-19,Male,8 years,European or Other,0.99994
px,97.50%,2017-19,Male,9 years,European or Other,0.99994
px,97.50%,2017-19,Male,10 years,European or Other,0.99994
px,97.50%,2017-19,Male,11 years,European or Other,0.99993
px,97.50%,2017-19,Male,12 years,European or Other,0.99991
px,97.50%,2017-19,Male,13 years,European or Other,0.99989
px,97.50%,2017-19,Male,14 years,European or Other,0.99985
px,97.50%,2017-19,Male,15 years,European or Other,0.99979
px,97.50%,2017-19,Male,16 years,European or Other,0.99973
px,97.50%,2017-19,Male,17 years,European or Other,0.99966
px,97.50%,2017-19,Male,18 years,European or Other,0.99959
px,97.50%,2017-19,Male,19 years,European or Other,0.99953
px,97.50%,2017-19,Male,20 years,European or Other,0.99947
px,97.50%,2017-19,Male,21 years,European or Other,0.99943
px,97.50%,2017-19,Male,22 years,European or Other,0.99941
px,97.50%,2017-19,Male,23 years,European or Other,0.99941
px,97.50%,2017-19,Male,24 years,European or Other,0.9994
px,97.50%,2017-19,Male,25 years,European or Other,0.99939
px,97.50%,2017-19,Male,26 years,European or Other,0.9994
px,97.50%,2017-19,Male,27 years,European or Other,0.99939
px,97.50%,2017-19,Male,28 years,European or Other,0.99939
px,97.50%,2017-19,Male,29 years,European or Other,0.99937
px,97.50%,2017-19,Male,30 years,European or Other,0.99935
px,97.50%,2017-19,Male,31 years,European or Other,0.99933
px,97.50%,2017-19,Male,32 years,European or Other,0.9993
px,97.50%,2017-19,Male,33 years,European or Other,0.99926
px,97.50%,2017-19,Male,34 years,European or Other,0.9992
px,97.50%,2017-19,Male,35 years,European or Other,0.99917
px,97.50%,2017-19,Male,36 years,European or Other,0.99916
px,97.50%,2017-19,Male,37 years,European or Other,0.99914
px,97.50%,2017-19,Male,38 years,European or Other,0.9991
px,97.50%,2017-19,Male,39 years,European or Other,0.99906
px,97.50%,2017-19,Male,40 years,European or Other,0.99901
px,97.50%,2017-19,Male,41 years,European or Other,0.99899
px,97.50%,2017-19,Male,42 years,European or Other,0.99892
px,97.50%,2017-19,Male,43 years,European or Other,0.99883
px,97.50%,2017-19,Male,44 years,European or Other,0.99874
